Video title: Deze adembenemende nieuwe dingen kan ChatGPT nu ｜ ✨ Poki
Youtube video code: 1uKHG0p8f_s
Last modified time: 2024-05-14 18:27:38

------------------ 

[0.00 --> 7.00]  MUZIEK
[2028.26 --> 2034.78]  En is dat dan misschien een voorbode van hoe we het kunnen gaan zien in iOS 18 vanaf, wat is dat, september, oktober?
[2036.30 --> 2037.56]  BWDC? Nee, juni.
[2037.78 --> 2039.10]  Oh, dat is zelfs heel snel trouwens.
[2039.10 --> 2039.60]  Ja, dat is wel heel snel.
[2039.60 --> 2040.24]  Ja, daarom.
[2040.66 --> 2042.18]  Dus dat wordt wel interessant.
[2042.36 --> 2043.98]  Daarom moet die deal nu ook rond, denk ik.
[2044.46 --> 2051.58]  Zodat zij een AI-infrastructural-technical-partnership kunnen laten zien.
[2051.66 --> 2055.08]  Misschien wel bij regio, dat ze zeggen, laat Google Amerika doen.
[2055.30 --> 2057.22]  Dan doet, nou, laat nou OpenA-Amerika doen.
[2057.30 --> 2058.22]  Dan doet Google Europa.
[2058.52 --> 2059.54]  En dan hebben we Baidu.
[2059.66 --> 2059.90]  Snap je?
[2059.90 --> 2061.72]  Dit gaat waarschijnlijk zoiets worden.
[2062.52 --> 2066.96]  Nou, we hebben het gehad over hoe het geïmplementeerd gaat worden bij Apple.
[2067.16 --> 2068.64]  Wat vanavond Google gaat doen.
[2068.82 --> 2073.04]  Maar we kunnen eigenlijk nog wel meer vertellen over GPT-4O.
[2073.18 --> 2077.96]  Want er zijn nog allerlei dingen die erin zitten waar ze tijdens de keynote helemaal niet over gehad hebben.
[2078.04 --> 2079.18]  Je hebt het over één ding al gehad.
[2079.30 --> 2082.64]  Namelijk dat het kan meekijken op je beeldscherm.
[2082.76 --> 2083.44]  Daar ging het in de keynote.
[2083.82 --> 2085.20]  Ik weet niet hoe je het überhaupt moet noemen.
[2085.32 --> 2086.58]  Een soort van perspresentatie.
[2086.58 --> 2087.00]  Wat dan ook.
[2087.30 --> 2088.12]  Ging het daar niet over.
[2088.32 --> 2088.78]  Maar dat is...
[2088.78 --> 2089.44]  Dus spring update.
[2089.70 --> 2089.88]  Ja.
[2090.02 --> 2091.02]  Oh ja, spring update.
[2091.18 --> 2091.46]  Oké.
[2091.86 --> 2092.54]  Voor personeel.
[2092.80 --> 2093.12]  Maar goed, ja.
[2093.82 --> 2096.72]  Maar goed, het is wel wezenlijk dat het ding kan meekijken naar je scherm.
[2096.80 --> 2099.36]  Want dat opent allerlei mogelijkheden.
[2100.54 --> 2104.72]  Maar er zijn talloze dingen die nieuw zijn, die niet zoveel aandacht krijgen.
[2104.96 --> 2105.18]  Eén.
[2105.54 --> 2111.30]  Het kan bijvoorbeeld plaatjes maken en opeens tekst goed erin verwerken.
[2111.56 --> 2116.10]  Dus ik heb allemaal voorbeelden gezien waar je bijvoorbeeld vraagt om een plaatje te maken van een robot.
[2116.10 --> 2117.26]  Die het aan het whatsappen is.
[2117.76 --> 2120.40]  En dat er een gedicht in WhatsApp verschijnt.
[2120.50 --> 2122.80]  Als je dit nu aan Midjourney vraagt.
[2123.02 --> 2124.60]  Of aan Dali vraagt.
[2124.74 --> 2126.76]  Of een van de andere plaatjes genereertools.
[2127.64 --> 2129.72]  Het is gewoon raar hoe dat ding met tekst omgaat.
[2129.78 --> 2131.34]  Je kan niet zomaar vragen.
[2131.52 --> 2134.64]  Maak een plaatje van een WhatsApp gesprek.
[2134.82 --> 2136.00]  En met daar fatsoenlijke tekst in.
[2136.04 --> 2139.04]  Want hij maakt allemaal gibberish van de tekst.
[2139.10 --> 2140.04]  Het zijn wel letters.
[2140.30 --> 2141.22]  Die kun je onderscheiden.
[2141.22 --> 2144.44]  Maar het is gewoon heel vreemd waar je naar zit.
[2144.76 --> 2148.20]  En zeker geen normaal lopende Engelse of Nederlandse zinnen.
[2148.66 --> 2152.14]  Nou dat is opgelost voor het eerst in GPT-4O.
[2152.70 --> 2154.86]  Het is goede tekst die dat ding genereert.
[2155.12 --> 2157.44]  Waarbij hij de tekst gewoon lopend maakt.
[2157.56 --> 2159.68]  En het ziet eruit als een normale tekst die in Photoshop gemaakt is.
[2159.68 --> 2162.84]  En het ding kan dus ook zelf fonds maken.
[2163.46 --> 2166.46]  Dus als jij zegt wat voor soort van fond je wil.
[2166.68 --> 2168.40]  Dan genereert dat ding dat.
[2169.36 --> 2169.88]  Nou dat vind ik er ook fascinerend.
[2169.88 --> 2170.82]  Dat heb ik helemaal niet gezien.
[2170.98 --> 2171.42]  Heel fred.
[2172.16 --> 2172.84]  Dus dat is er één.
[2173.08 --> 2175.32]  Twee hij kan video's samenvatten.
[2175.56 --> 2179.50]  Dus je kan een video tonen aan GPT.
[2179.64 --> 2182.26]  En kan vervolgens dat voor je samenvatten.
[2182.34 --> 2183.04]  Wat met chill lijkt.
[2183.26 --> 2184.46]  Voor bijvoorbeeld YouTube video's.
[2185.04 --> 2185.68]  Kan je dan...
[2185.68 --> 2189.30]  Zet je hem dan aan terwijl je samen naar YouTube kijkt in real time.
[2189.30 --> 2190.62]  Dus moet jij dan even koffie gaan zetten.
[2190.76 --> 2191.22]  Dat kan.
[2191.44 --> 2192.72]  Maar ik kan ook een video uploaden.
[2193.04 --> 2193.84]  En dan gaat het sneller.
[2194.70 --> 2195.70]  Ja dan gaat het sneller.
[2196.00 --> 2198.46]  Dan is het gewoon de upload tijd die hij nodig heeft.
[2198.46 --> 2201.24]  En verder is die video multibodage.
[2201.26 --> 2202.28]  Dan moet hij het nog kijken natuurlijk.
[2202.46 --> 2205.24]  Maar die AI kan natuurlijk die video gewoon op keer 10 kijken.
[2205.84 --> 2208.02]  Ja ik neem aan wel sneller dan keer 10.
[2208.28 --> 2209.56]  Je hoeft hem niet te streamen.
[2209.64 --> 2211.20]  Dan kan hij hem gewoon in één keer kijken.
[2211.52 --> 2212.82]  Ja dat hoeft niet een uur te duur.
[2213.74 --> 2216.04]  Dus dat is een wezenlijk iets.
[2216.24 --> 2218.96]  Hij kan 3D assets ook maken.
[2218.96 --> 2222.80]  Dus ook mensen gezien die dit draaiende 3D logo's gemaakt hebben.
[2222.94 --> 2224.06]  Dus dat is ook geen probleem.
[2224.14 --> 2226.44]  Om vervolgens een gifje daarvan te maken.
[2226.62 --> 2228.96]  En heet dit dan geen Dali 4 of Dali...
[2229.48 --> 2230.82]  Dit heet gewoon ook...
[2230.82 --> 2232.54]  Ja het is van één ding geworden.
[2232.88 --> 2234.38]  Ja het is ook niet Whisper meer.
[2234.40 --> 2235.46]  Het wordt allemaal samengevoegd nu.
[2235.54 --> 2237.56]  Ja dus je had Dali die plaatjes maakte.
[2237.66 --> 2238.96]  Die had Whisper die tekst...
[2239.48 --> 2240.10]  Hoe zeg ik dat?
[2240.68 --> 2242.14]  Speech to text deed.
[2242.66 --> 2245.32]  Maar ja aangezien dit nu één multimodaal model is.
[2245.44 --> 2247.16]  Ja is dit gewoon allemaal geïntegreerd.
[2247.16 --> 2249.16]  En die Whisper...
[2249.16 --> 2250.98]  Ik gebruik dat zelf bijzonder veel.
[2251.20 --> 2255.14]  Om audio te vertalen tot tekst.
[2255.22 --> 2256.48]  Zodat je daar wel wat mee kan.
[2257.00 --> 2258.54]  Maar deze versie van Whisper...
[2258.54 --> 2259.64]  Die dus geen Whisper meer heet.
[2259.72 --> 2261.12]  Maar gewoon onderdeels van hetzelfde.
[2261.12 --> 2262.64]  En niet meer open source is waarschijnlijk dan.
[2262.72 --> 2263.54]  Maar dat ga ik nog wel even uit.
[2263.54 --> 2263.80]  Nee.
[2263.80 --> 2265.80]  Nee.
[2265.80 --> 2265.88]  Ik geef het even hier.
[2265.96 --> 2266.98]  Oh is sowieso niet open source.
[2267.08 --> 2268.64]  Maar ik ben benieuwd of er nog een Whisper 4 komt.
[2268.90 --> 2269.44]  Maar we gaan het zien.
[2269.74 --> 2270.34]  Ja precies.
[2270.54 --> 2271.28]  Dat weet ik niet.
[2271.42 --> 2271.84]  Dat weet ik niet.
[2272.26 --> 2273.40]  Maar in ieder geval kan hij weer meer.
[2273.54 --> 2275.72]  Hij kan bijvoorbeeld stemmen uit elkaar halen.
[2276.26 --> 2277.16]  Dat zit erin.
[2277.24 --> 2278.42]  Dat kun je gewoon aan hem vragen.
[2278.84 --> 2280.18]  Hoeveel sprekers zijn er?
[2280.74 --> 2282.54]  Hebben ze zichzelf voorgesteld bij naam?
[2282.70 --> 2282.94]  Zo ja.
[2283.22 --> 2284.98]  Dan zet Keurig de naam ervoor.
[2285.78 --> 2288.78]  Dan herkent hij als iemand zichzelf heeft geïntroduceerd als Wietse.
[2289.12 --> 2291.68]  Herkent hij vervolgens in de rest van het gesprek die stem.
[2291.80 --> 2293.56]  En zet die Wietse daar overal bij.
[2293.68 --> 2298.82]  Dus je kan meeting notes zonder tussenkomst van andere tools laten maken.
[2299.06 --> 2301.68]  Door GPT-4O mee te laten luisteren.
[2301.98 --> 2302.72]  Dat vond ik interessant.
[2303.26 --> 2304.60]  Hij kan plaatjes bewerken.
[2305.18 --> 2307.96]  Dus als jij een foto uploadt en je zegt.
[2308.28 --> 2308.80]  Weet ik veel.
[2311.54 --> 2312.76]  Stel het is een foto van een mok.
[2312.86 --> 2313.50]  Stet een logo op.
[2313.56 --> 2314.82]  Dat je zegt haal het logo weg.
[2315.04 --> 2318.20]  Dan photoshoppt hij zelf het logo van de mok weg.
[2318.78 --> 2319.46]  Dat soort dingen.
[2319.80 --> 2320.98]  Ja het zit er allemaal in.
[2321.18 --> 2325.84]  En dat is geen onderdeel geweest van brede demonstraties.
[2326.02 --> 2326.88]  Maar dat is allemaal gewoon.
[2327.16 --> 2328.74]  Misschien is het bijvangst ofzo.
[2328.96 --> 2329.78]  Van het model.
[2329.92 --> 2330.38]  Ik weet niet.
[2330.52 --> 2331.66]  Misschien zijn ze er niet plots op.
[2332.08 --> 2335.50]  Het voelt echt alsof er een soort casual ruimteschip landt.
[2335.50 --> 2336.16]  Ergens op het strand.
[2336.28 --> 2338.82]  Met twee open monden.
[2339.00 --> 2339.36]  Een soort van.
[2340.14 --> 2341.32]  Daar staan paralyzed.
[2341.44 --> 2342.04]  Te kijken naar.
[2342.26 --> 2343.84]  Wat gebeurt hier nou weer.
[2344.42 --> 2346.16]  Terwijl we ons zo goed voorbereid hadden.
[2346.46 --> 2347.28]  Ja precies ja.
[2347.28 --> 2349.22]  En de grap is ook dat het allemaal opeens.
[2349.76 --> 2357.96]  Ik gebruik best wel veel apps die onder de motorkap GPT-4 Turbo gebruikte om allerlei dingen te doen.
[2358.08 --> 2358.50]  Dus bijvoorbeeld.
[2359.28 --> 2360.80]  Wat noemen we nou zo'n voorbeeld.
[2361.40 --> 2365.16]  Ik gebruik Super Whisper om mijn e-mails te dicteren aan mijn computer.
[2365.36 --> 2366.34]  Dus dan zit ik achter mijn computer.
[2366.54 --> 2368.78]  En dan als ik dan een mail wil terugschrijven.
[2369.36 --> 2371.04]  Dan zet ik dat ding aan.
[2371.20 --> 2373.32]  En dan heb ik een prompt voor e-mails.
[2373.32 --> 2375.28]  Dus e-mails beginnen altijd met een aanhef.
[2375.52 --> 2379.42]  En je gaat eerst even reageren op hetgeen er in de mail erboven staat.
[2379.88 --> 2380.46]  En bla bla bla.
[2380.66 --> 2382.00]  En dan sluit die het keurig af.
[2382.20 --> 2387.88]  Gewoon e-mails hebben bepaalde conventies die anders zijn dan dat je een tekst dicteert.
[2388.12 --> 2389.24]  Alsof je een boek aan het schrijven bent.
[2389.30 --> 2389.82]  Dat is anders.
[2389.92 --> 2392.10]  Dus ik heb daar een prompt wat er overheen gaat.
[2392.76 --> 2393.80]  En daarvoor gebruik ik een tool.
[2393.86 --> 2394.64]  Die heet Super Whisper.
[2394.76 --> 2399.48]  En zo gebruik ik wel meer tools die onder de oppervlakte een taalmodel gebruiken.
[2399.48 --> 2400.92]  Om het leven wat makkelijker te maken.
[2401.56 --> 2402.54]  En gisteravond.
[2402.96 --> 2404.76]  Deze keynote was dus om 7 uur.
[2404.86 --> 2408.44]  Toen is gelijk deze API beschikbaar gemaakt.
[2408.96 --> 2410.52]  En nog voordat ik naar bed ging.
[2411.08 --> 2415.46]  Waren er gewoon talloze tools die ik gebruikte al geüpdate voor GPT-4.
[2415.62 --> 2420.92]  Waarbij dus een app die ik gewoon gebruik.
[2421.08 --> 2424.48]  Opeens binnen een paar uur naar het uitkomen van die nieuwe functionaliteit.
[2425.16 --> 2427.10]  Ook zoals het een supercharge was.
[2427.22 --> 2428.46]  Alles ging opeens veel sneller.
[2428.46 --> 2430.06]  Het was allemaal veel mooier.
[2430.22 --> 2431.46]  Inhouder minder foutjes.
[2431.48 --> 2432.50]  Wat je nu zegt is echt heel wezenlijk hoor.
[2432.62 --> 2433.82]  Want ik merk het zelf ook.
[2433.94 --> 2435.94]  Ik heb zeg maar in de software die ik zelf bouw.
[2436.30 --> 2437.46]  Heb ik op bepaalde plekken.
[2438.10 --> 2439.72]  Er zit een taalmodel.
[2439.92 --> 2441.40]  Dat kan zelfs zo suf zijn als.
[2441.82 --> 2444.30]  Je voert een BTW nummer in van een Europees bedrijf.
[2444.62 --> 2447.84]  Daar komt vanuit alle Europese BTW API's iets anders uit.
[2447.94 --> 2449.10]  Het is nooit de juiste volgorde.
[2449.20 --> 2450.14]  Het is altijd gekkigheid.
[2450.28 --> 2451.28]  Een ander character set.
[2451.72 --> 2453.52]  Vroeger moest je daar een soort draak omheen schrijven.
[2453.62 --> 2454.68]  Van enge uitzonderingen.
[2454.76 --> 2455.16]  Recht ex.
[2455.24 --> 2455.66]  Noem maar op.
[2455.66 --> 2457.66]  Nu gooi ik dat ding gewoon broed voor in.
[2457.98 --> 2459.02]  In dit geval mistrouw.
[2459.36 --> 2460.58]  En dan zeg ik.
[2460.66 --> 2462.44]  Joh formateer het even voor me.
[2462.76 --> 2465.06]  En ik toon het erna aan de gebruiker om het te checken.
[2465.18 --> 2466.96]  Ik ga niet meteen de database even laten zien.
[2467.04 --> 2468.40]  Joh dit hebben we eruit gehaald.
[2468.88 --> 2469.26]  Klopt dit.
[2469.42 --> 2470.14]  En dan ga je aanbassen.
[2470.34 --> 2470.90]  Of zeg het is goed.
[2470.90 --> 2471.22]  Ja.
[2471.22 --> 2473.76]  En daarbij is het ook zo.
[2474.08 --> 2475.34]  Omdat al die tooling.
[2475.68 --> 2477.64]  Net als in die applicaties die jij gebruikt.
[2478.06 --> 2478.78]  Die tooling die heeft.
[2478.94 --> 2479.58]  Ja die weet gewoon.
[2479.70 --> 2481.90]  Er is een OpenAI endpoint.
[2482.30 --> 2483.64]  Daar hoort een API key bij.
[2484.04 --> 2486.22]  En als jij je call doet naar die endpoint.
[2486.48 --> 2487.70]  Om informatie te vragen.
[2487.84 --> 2488.48]  Dan geef je mee.
[2488.82 --> 2490.10]  Met welk model wil je praten.
[2490.56 --> 2491.72]  Nou het was voor de ontwikkelaars.
[2491.96 --> 2495.16]  Niet om het soort van te downplayen.
[2495.30 --> 2496.14]  Maar ik kan niet anders.
[2496.32 --> 2497.54]  Dit was helemaal geen moeite voor.
[2497.54 --> 2498.78]  Nee het is heel simpel ja.
[2499.12 --> 2501.82]  Maar het feit dat het zo simpel is om te updaten.
[2502.08 --> 2504.24]  En zo groot zijn de consequenties voor de gebruikers.
[2504.36 --> 2505.76]  Dat vind ik gewoon mindblowing.
[2506.62 --> 2508.52]  Maar het is die Bolt AI die jij hebt getipt.
[2508.60 --> 2509.14]  Die Mac app.
[2509.40 --> 2511.38]  Die heeft zelfs een knopje naast die modellen staan.
[2511.46 --> 2512.48]  In settings met refresh.
[2512.62 --> 2513.46]  Omdat ze het al aanvoeren.
[2513.52 --> 2515.02]  Die hebben die software niet eens aan hoeven passen.
[2515.18 --> 2516.12]  Ik deed gewoon refresh.
[2516.42 --> 2517.30]  Gpt 4.0.
[2517.62 --> 2518.44]  En toen ging ik weer praten.
[2518.54 --> 2518.90]  En dan dacht ik.
[2518.96 --> 2520.60]  Ja ik praat nu ineens met heel iemand anders.
[2520.82 --> 2520.96]  Ja.
[2521.36 --> 2521.64]  Bizar.
[2522.84 --> 2523.44]  Ja maar dus.
[2523.72 --> 2524.26]  En dat vind ik.
[2525.26 --> 2526.22]  Ik heb ook een tijd.
[2526.22 --> 2528.84]  Ja tot een half jaar geleden dacht ik de hele tijd.
[2529.70 --> 2531.86]  Mensen zitten allemaal te spelen met die open source taalmodellen.
[2531.98 --> 2533.08]  Maar ze zijn nog zo dom.
[2533.66 --> 2533.78]  Ja.
[2533.78 --> 2535.50]  Dat ik toen het niet goed besefte.
[2535.62 --> 2538.06]  Van ja maar je kan natuurlijk een hele infrastructuur opzetten.
[2538.28 --> 2541.78]  Ervan uitgaande dat je op een gegeven moment wel in die drop down voor iets kan kiezen wat slim is.
[2542.14 --> 2544.40]  Je moet niet wachten tot het slim wordt waar je tegen kan praten.
[2544.54 --> 2544.92]  Snap je wat ik bedoel?
[2545.22 --> 2545.36]  Ja.
[2545.36 --> 2545.40]  Ja.
[2545.76 --> 2550.36]  Want die hele wereld van alternatieve endpoints om ze maar even zo te noemen.
[2550.46 --> 2552.54]  Of dat nou lokaal was of bij een concurrent van OpenAI.
[2552.90 --> 2554.62]  Was tot nu toe een beetje knullig.
[2555.06 --> 2561.48]  Totdat ineens Anthropic, Google en de andere partijen dingen begonnen te lanceren die gewoon krachtig genoeg waren om mee te praten.
[2562.68 --> 2565.50]  Wat zijn nou wetende wat dit allemaal kan.
[2565.50 --> 2569.76]  We hebben een hele lijst afgewerkt met allemaal nieuwe functieit erin.
[2570.36 --> 2574.66]  Wat jeukt bij jou nou echt om mee aan de slag te gaan om zelf te maken.
[2574.78 --> 2577.38]  Wetende dat je zeg maar toegang hebt tot beeld.
[2577.54 --> 2580.08]  Dat de audio die je genereert veel menselijker is.
[2580.68 --> 2583.12]  Dat je toegang hebt tot het scherm van mensen.
[2583.62 --> 2585.98]  Wat zou je nu voor jezelf willen maken?
[2586.56 --> 2590.56]  Nou de toltjes waar ik al langer mee bezig ben maar iedere keer wil mee stoppen omdat het er net niet is.
[2590.90 --> 2593.46]  Zijn heel erg gebaseerd op dat idee van het broodvorsten.
[2593.46 --> 2598.04]  Dus we gaan gewoon bestaande software interfaces tonen die gemaakt zijn voor mensen.
[2598.58 --> 2602.24]  En zonder API's of andere technische gedoe gewoon het scherm bekijken.
[2602.60 --> 2605.18]  Gewoon de hele tijd screenshot zenden naar een taalmodel zeg maar.
[2605.76 --> 2610.38]  En voor mij is het wel zo dat ik heb het voorbeeld al vaker aangehaald met de kalender.
[2610.50 --> 2613.80]  Maar ik vind het gewoon heel fijn om even te overleggen over de planning van de komende week.
[2614.20 --> 2617.70]  En ik vind het heel fijn dat er dan een entiteit is noem ik het dan maar even.
[2618.28 --> 2619.72]  Of een API whatever.
[2620.14 --> 2621.96]  Die even mee kan kijken.
[2621.96 --> 2626.88]  Want ik ben waar ik deze tool sowieso voor zou gebruiken.
[2627.04 --> 2628.48]  Want het is nu ook een beetje de keuze.
[2629.06 --> 2631.24]  Je kan in de OpenAI's app.
[2631.56 --> 2636.16]  De huidige app zoals ik hem heb waar je nog niet zo gaaf mee kan praten als in de demo's.
[2636.50 --> 2637.90]  Dan kan je al een stem kiezen.
[2638.58 --> 2639.60]  Maar dat is gewoon een drop down.
[2639.70 --> 2640.82]  Net als vroeger in Meckles.
[2641.10 --> 2644.90]  Dat is de ouderwetse drop down met name van stemacteurs zeg maar.
[2644.90 --> 2650.72]  Dat hoeft helemaal niet meer met wat er nu uitgebracht is gisteravond.
[2650.72 --> 2654.58]  Dus ik denk dat ik zou gaan ontwerpen.
[2654.74 --> 2657.48]  Hopelijk komt daar een soort interface voor of iemand gaat een tool maken.
[2657.56 --> 2659.64]  Ik wil eigenlijk een fijne persoon ontwerpen.
[2660.10 --> 2660.68]  Qua stem.
[2661.14 --> 2662.70]  En ook een beetje qua humor denk ik.
[2662.76 --> 2665.68]  Dus ik wil iets gaan boetseren als het ware van een entiteit.
[2666.24 --> 2667.02]  En dat zou voor mij.
[2667.42 --> 2668.92]  Ik denk dat ik dat minder wil gaan.
[2668.92 --> 2673.56]  In eerste instantie minder wil gaan zien als een mens.
[2674.36 --> 2675.66]  Wat logisch is want dat is het niet.
[2675.84 --> 2676.86]  Dat is een hele andere discussie.
[2676.94 --> 2677.48]  Doen we nog wel een keer.
[2677.90 --> 2681.16]  Maar als een mens maar meer van mijn AI buddy.
[2681.44 --> 2682.38]  Voor de slechte branding.
[2682.80 --> 2685.00]  En dan die met me meekijkt.
[2685.14 --> 2687.22]  En ieder moment van de dag oproepbaar is.
[2687.42 --> 2689.94]  Binnen mijn computeromgeving.
[2690.06 --> 2690.92]  Laat het dan even zo zeggen.
[2690.98 --> 2691.56]  Op mijn Mac.
[2692.04 --> 2693.44]  En dan inderdaad precies wat jij zegt.
[2694.38 --> 2695.78]  Ik zou het niet eens erg vinden.
[2695.78 --> 2697.88]  Jawel ja.
[2698.00 --> 2700.86]  Ik zit natuurlijk met dat lokaal en cloud altijd.
[2701.04 --> 2702.42]  Dus we moeten er dan maar even vanuit gaan.
[2702.50 --> 2703.64]  Dat het op een plek draait.
[2703.80 --> 2705.62]  Die ik waar ik comfortabel mee ben.
[2705.72 --> 2707.92]  Maar dan zou ik het liefst wel veel meer laten meekijken.
[2708.04 --> 2709.36]  Ook als ik een mail aan het type ben.
[2709.46 --> 2710.50]  Dat het ding kan zeggen van joh.
[2711.48 --> 2713.14]  Ik zou deze mail gewoon even laten liggen.
[2713.26 --> 2714.04]  Nog voor een paar minuutjes.
[2714.12 --> 2715.26]  En nog even terugkomen straks.
[2715.44 --> 2715.62]  Of zo.
[2715.70 --> 2717.38]  Ik vind het net als een collega eigenlijk.
[2718.74 --> 2719.90]  En ja.
[2720.44 --> 2721.82]  Ik denk dat ik het meest onderwaard ben.
[2721.82 --> 2722.24]  Een beetje zo voorbeeld jij?
[2722.86 --> 2724.04]  Ja ik denk dat ik het meest onderwaard ben.
[2724.04 --> 2726.14]  Van die onderwijs angle.
[2726.62 --> 2727.82]  Dus het idee dat je nu.
[2728.28 --> 2730.94]  Alsof je een permanente videocall hebt.
[2731.04 --> 2731.70]  Met je iPhone.
[2731.84 --> 2734.16]  Terwijl je met je lesboeken aan je bureau zet.
[2734.84 --> 2736.72]  Dat je een permanente videocall hebt.
[2736.84 --> 2739.08]  Met een alwetende computer.
[2739.58 --> 2742.30]  Die op jouw manier dingen kan uitleggen.
[2742.52 --> 2743.54]  Als je het niet begrijpt.
[2744.28 --> 2744.66]  Weet je.
[2744.80 --> 2745.98]  Net zoals tijdens corona.
[2746.10 --> 2747.98]  Mensen zou permanent hun webcam aanzetten.
[2748.06 --> 2749.24]  Om met collega's te praten.
[2749.24 --> 2750.62]  Ik denk gewoon.
[2751.00 --> 2752.50]  Als jij nu huiswerk gaat maken.
[2752.66 --> 2753.86]  Dit is gewoon wat je gaat doen.
[2753.98 --> 2755.26]  Je gaat soort van permanent.
[2755.56 --> 2757.44]  Die chatty bitty laten meekijken.
[2757.62 --> 2757.82]  Met je.
[2758.20 --> 2758.94]  Met je werk.
[2759.06 --> 2760.42]  Zodat die zicht heeft op je schrift.
[2761.42 --> 2762.42]  Of op je werkboek.
[2762.52 --> 2763.00]  Wat dan ook.
[2763.62 --> 2763.92]  En.
[2764.26 --> 2764.48]  En.
[2764.88 --> 2765.34]  Zodat je.
[2765.54 --> 2766.34]  Als je vastloopt.
[2766.88 --> 2768.70]  Je hoeft niet eens iets aan te raken op het scherm.
[2768.80 --> 2769.24]  Het is gewoon.
[2770.22 --> 2770.88]  Hoe werkt dit?
[2771.42 --> 2771.92]  En dat ding.
[2772.60 --> 2773.06]  Heeft dan.
[2773.46 --> 2774.76]  Een snedig commentaartje op.
[2774.84 --> 2775.34]  Dat is het leukst.
[2775.36 --> 2776.06]  Dat je dat vraagt.
[2776.06 --> 2776.30]  En.
[2776.94 --> 2777.80]  Gaat dan vervolgens.
[2777.90 --> 2778.58]  Die staf met je door.
[2778.66 --> 2779.48]  Ik vind het schuin.
[2780.42 --> 2781.52]  Maar stel je even voor.
[2781.72 --> 2781.74]  Dat.
[2782.94 --> 2784.28]  Wij hadden toen natuurlijk al door.
[2784.36 --> 2785.46]  Met de UMaine pin.
[2786.06 --> 2786.82]  Dat dat eigenlijk.
[2787.02 --> 2788.28]  Grotendeels de back end is.
[2788.42 --> 2789.48]  Waar we het net over hebben gehad.
[2789.62 --> 2790.78]  Waar praat je tegen.
[2790.86 --> 2791.98]  Vanuit al die applicaties.
[2792.10 --> 2792.60]  Waar zitten.
[2793.00 --> 2793.84]  Echte denkkrachten.
[2793.96 --> 2794.74]  En de intelligentie.
[2795.10 --> 2796.12]  Dat zit in het datacenter.
[2796.18 --> 2796.74]  Van OpenAI.
[2797.28 --> 2798.12]  Datacenters.
[2799.64 --> 2800.96]  Als je nu de UMaine pin.
[2800.96 --> 2802.28]  Zou hebben met chatty bitty 4.
[2802.48 --> 2802.96]  O erachter.
[2803.28 --> 2804.72]  Dus ik zie mezelf nu zitten.
[2804.72 --> 2805.48]  Achter dat schriftje.
[2805.54 --> 2806.10]  Wat jij zegt.
[2806.30 --> 2807.02]  En dan leg ik.
[2807.08 --> 2807.74]  A la Star Wars.
[2807.82 --> 2808.90]  Mijn hand heel even op dat ding.
[2809.10 --> 2809.54]  En dan zeg ik.
[2809.76 --> 2810.48]  Ik kan heel veel meekijken.
[2810.56 --> 2811.10]  Ik kom er niet uit.
[2811.36 --> 2811.56]  En dan.
[2811.68 --> 2811.80]  Ja.
[2811.88 --> 2812.34]  En dan met.
[2813.06 --> 2814.20]  Twintig milliseconden latency.
[2814.70 --> 2814.96]  Oh ja.
[2815.00 --> 2815.46]  Ik zie het al.
[2815.50 --> 2816.66]  Zo lekker bezig man.
[2816.80 --> 2817.00]  Wacht.
[2817.18 --> 2817.34]  Wacht.
[2817.50 --> 2817.62]  Ja.
[2817.82 --> 2818.78]  Ik zou het even zo oppakken.
[2818.94 --> 2819.00]  Gewoon.
[2819.86 --> 2819.98]  Dit.
[2820.08 --> 2820.42]  Dat is.
[2821.10 --> 2821.76]  Bestel even voor.
[2821.82 --> 2823.02]  Hoe ziek die demo was geweest.
[2823.08 --> 2823.84]  Van dat apparaatje.
[2823.92 --> 2825.28]  Wat eigenlijk alleen maar een extensie is.
[2825.62 --> 2826.60]  Als het deze kracht heeft.
[2826.64 --> 2827.36]  Want ik vond het nu.
[2827.90 --> 2829.58]  Dat ze het helemaal hebben gefocust op de smartphone.
[2834.72 --> 2835.12]  Kunnen dan zeggen.
[2835.20 --> 2835.32]  Joh.
[2835.40 --> 2835.90]  Het is een app.
[2836.10 --> 2836.96]  Die je kan installeren.
[2837.22 --> 2838.62]  En dan wordt je telefoon slimmer van.
[2839.48 --> 2840.54]  Je hoeft niet te wachten op Apple.
[2840.98 --> 2842.18]  Je kan gewoon onze app installeren.
[2842.24 --> 2843.00]  Die moet je even toegang geven.
[2843.04 --> 2843.98]  Tot je scherm en je camera.
[2844.48 --> 2845.62]  En dan gaat die met je meekijken.
[2845.70 --> 2846.82]  En dan kan je allemaal leuke dingen doen.
[2847.30 --> 2848.64]  Maar ik vond hem qua interface.
[2848.72 --> 2849.72]  Nog een beetje onhandig.
[2849.82 --> 2850.54]  Dat is precies wat jij zegt.
[2850.60 --> 2851.58]  Ga je dan nu op een kleine.
[2852.36 --> 2853.12]  Tafel tripod.
[2853.70 --> 2855.22]  Dat ding op jouw scherm laten richten.
[2855.30 --> 2855.48]  Of zo.
[2855.60 --> 2856.30]  Op je schrift.
[2856.42 --> 2857.56]  Als het gaat over iets fysieks.
[2858.16 --> 2858.40]  Dat.
[2858.58 --> 2859.96]  Dat is natuurlijk iets wat met die.
